"","asin","rating","verified","body","helpfulVotes","brand"
"1233","B07HK4JNV1",5,"true","It's a budget phone but feels like high end phone with so much to offer",1,"Xiaomi"
"1234","B07HK4JNV1",5,"true","Good product",NA,"Xiaomi"
"1235","B07HK4JNV1",5,"true","This phone is AWESOME! 5 STARS all around. It will work if your service uses a sim card. Camera is WOW!!! I haven't had a great camera since my Sony Experia ZR (mint). I highly recommend it.😁",9,"Xiaomi"
"1236","B07HK4JNV1",4,"true","It is a good phone. Battery lasts more than one day. Works smooth and fast. I removed one star because (1) it does not look as good as my previous phone (the same price level, btw I purchased this one since my old phone's battery is getting bad). I put the two phones (LePro3 and Redmi note 6Pro) side by side, and my old phone looks better and this new one looks cheaper. The screen of my old phone also looks better (brighter). (2) It comes with quite a few ads when installing apps. Not sure it comes from Google or from the phone manufacturer. (3) The charger is designed for Europe users. It does come with an adapter but not very fit.",NA,"Xiaomi"
"1237","B07HK4JNV1",5,"true","I bought myself the note 6 back in January and so far I've had a great experienced with my phone. No issues. Everything works just fine. Battery life is amazing. Last week I purchased another one for my youngest daughter as her old phone died. She loves it. I'm a total fan of Xiaomi now.",1,"Xiaomi"
"1238","B07HK4JNV1",4,"true","There is no question that this phone could easily cost hundreds of dollars more. The screen is vibrant, the CPU is powerful, it runs Android like a champ. There is very little to complain about except for the fact that I really wish it used USBC for its charging/connection port like other Xiaomi device do. Its one more cable I have to carry around. USBC is quickly becoming the new standards ... USB mini is very much a thing of the past and that is what this devices still uses.",NA,"Xiaomi"
"1239","B07HK4JNV1",3,"true","Overall good phone and the fingerprint feature is very accurate, even picking up a partial print when I only have one hand to work with. But it sometimes doesn't receive calls when a T-Mobile brand would and is constantly dropping the wifi connection. The alerts get annoying and I can't silence them. I'm going to ride this phone out till it breaks but next time I'll probably spend the extra money for a brand phone.",1,"Xiaomi"
"1240","B07HK4JNV1",5,"true","Phone quality is as great as a regular Samsung galaxy (if not better)",NA,"Xiaomi"
"1241","B07HK4JNV1",5,"true","I love my phone",1,"Xiaomi"
"1242","B07HK4JNV1",1,"true","Phone is not compatible with Tmobile or Metropcs data networks in NY or NJ at least. Apps are not stable. Waze crashes when i play Youtube and Pandora closes suddenly while playing, the same with Music App. Update 1: headphones dont work and know i have to reboot the device from time to time. Its just a weak machine. Update 2: internal speaker failed and neither do Xiaomi or Wireless wants to assume the warranty. Update 3: phone stopped working altogether keeps rebooting. Money lost.",2,"Xiaomi"
"1243","B07HK4JNV1",5,"true","I'm coming from a Galaxy 8 plus that I cracked the screen on. They want $250 to fix it , so I got this entire new phone and a year warranty for the same price. It is 95% as good as the Samsung in my opinion, but at 1/3 the price. The only thing I miss is the wireless charging and that it's not waterproof. I think the camera and screen might be better on this phone even. If you are in doubt, don't be and buy this phone.",2,"Xiaomi"
"1244","B07HK4JNV1",4,"true","The only problem you might have is ""MIUI"", for casual users it is not a problem, but for people who loves android one, or are mobile developers, MIUI might be something to avoid, it's very intrusive when you are developing apps and at the date of today (April 19, 2019), I'm still waiting for Android Pie.",NA,"Xiaomi"
"1245","B07HK4JNV1",5,"true","The best phone you will ever find in this price range!!! Excellent resolution, and the 8 core CPU plus the 4 gigs of ram allow this phone to keep if not do better than my son's galaxy S9! Definitely worth every penny. Also the battery lasts me all day and I use my phone a lot.",NA,"Xiaomi"
"1246","B07HK4JNV1",4,"true","So far....got the item on time.....works great....a few personal disappointments.....but no fault of the seller.......but would review in about two weeks time...... Ok....well I must say...this phone works great....the miui is new to me so took a while to get accustomed too.....for a moderate user, I am not satisfied, too many kinks to iron out..but that does not mean it won't be excellent for others..biggest issue is battery life and customisation options....I'm a sucker for battery life....my huawei honor 6x is by far the best performing phone I've had...and I've tried them all...I loose 15 percent power on standby in five hrs... With my huawei...I would loose like 2 percent....and I've tweaked all the necessary settings......apart from that...this phone may be perfect for light users....don't want to take away from them......if your a moderate user that like your speciffic look to your interface and you look forward to great battery performance.....then this may not be for you...",NA,"Xiaomi"
"1247","B07HK4JNV1",5,"true","Excellent ....all features are v good....super crisp picture quality....best for selfie lovers",NA,"Xiaomi"
"1248","B07HK4JNV1",5,"true","Very good phone, screen might be intimidatingly big at first but its actually very thin smartphone and fits in my pocketa very well. Camera quality is very good and is the main reason I am sticking to Xiaomi phones on top of any other brand on this price range.",NA,"Xiaomi"
"1249","B07HK4JNV1",4,"true","Ok",NA,"Xiaomi"
"1250","B07HK4JNV1",5,"true","great phone with good price",2,"Xiaomi"
"1251","B07HK4JNV1",4,"true","Works with T-Mobile, lte sometimes drops. Update 5 months in and love the phone, even bought one for my daughter and she love it better than her iPhone 7. Pros: cheap, good battery Cons: ads, 90% t mobile coverage",NA,"Xiaomi"
"1252","B07HK4JNV1",2,"true","too much lag between actions, strange.",NA,"Xiaomi"
"1253","B07HK4JNV1",3,"true","From the surface this phone is a steal of a value, and it is. The screen is gorgeous, the UI is quick and snappy (but definitely lacks customization options), and overall very satisfying phone to use. However, the problem with the phone, possibly because of the global/international version, is it has very VERY POOR reception, unacceptably poor in fact. I have MetroPCS and in my area I see full 4GLTE signal on Metro's coverage maps, but even with my old phone this was never a reality so I know from experience what coverage I should be expecting, and this failed to even get close to that. I regularly have ZERO bars and no service, but have seen as much as up to full five bars but no mobile data networks available. This wouldn't be a problem if it wasn't for the fact that either through Xiaomi or Metro, this phone has NO WIFI CALLING support. This a deal breaker. I legitimately cannot maintain a solid cell phone reception and the phone lacks the tools to remedy this. Like I can't even try to make calls, and if I do happen to have enough signal strength to do so, most calls so far have ended in the other person not being able to hear or understand me, or I lose signal entirely. I realize that each network is different and covers different perks dependent on phone, but as phone advertised to be compatible with these networks Xiaomi needs to be specific in which network bands they support, or at least create a version of their OS to be able to enable this functionality one way or another. This phone is so close to being a home run.",9,"Xiaomi"
"1254","B07HK4JNV1",5,"true","I bought it for my husband and he is using it for a year. He loves it",NA,"Xiaomi"
"1255","B07HK4JNV1",5,"true","This phone is absolutely amazing.",1,"Xiaomi"
"1256","B07HK4JNV1",4,"true","Everything is great on this phone. Definitely one of the best ones you can get at this price. Battery lasts easily more than (24 hours) with light use, and around 16 hours with constant messaging, and watching videos ocassionally, switching from data to WiFi. It's very fast for every day usage, and it has a pretty okay camera for the price. The only thing that turned me down was that the inside of the charging port was a bit folded downwards, which means I need to be extremely careful when connecting my charger. I don't know if I received it like this or if I accidentally damaged during my first plug-in, but either way it shouldn't have happened.",NA,"Xiaomi"
"1257","B07HK4JNV1",5,"true","Great great phone. I'm very happy with the phone's quality",NA,"Xiaomi"
"1258","B07HK4JNV1",4,"true","This phone is pretty good except for 2 things. It does not support wifi calling which I absolutely need because I work in a dead zone. I've had it for 2 weeks and am buying another phone. Also, it did not come with a US wall plug. Good thing I have plenty of those. However, it was very easy to set up and almost all of my apps transferred over. First time a phone did that. The picture quality is great and the sound too.",NA,"Xiaomi"
"1259","B07HK4JNV1",4,"true","Lo unico malo q demora en llegar, hay q pedirlo con mucho tiempo de anticipación pero muy buen telefono",NA,"Xiaomi"
"1260","B07HK4JNV1",5,"true","Has been great so far. Takes long to turn on thou.",NA,"Xiaomi"
"1261","B07HK4JNV1",5,"true","Great phone I'm so glad I didn't get the LG Stylo 4! I love everything about the phone! Works great with my metro by T-Mobile plan!",2,"Xiaomi"
"1262","B07HK4JNV1",5,"true","We will see how I feel after 3 months of using and having it. Battery life is very important to me and it's been pretty good so far. I like it so much now that I will make it my primary phone.",2,"Xiaomi"
"1263","B07HK4JNV1",3,"false","Cancelled my order, only can use one SIM Card with Memory card or two SIM Cards. I require 2 SIM Cards and memory like found on Samsung phones.",2,"Xiaomi"
"1264","B07HK4JNV1",5,"true","Excelente",1,"Xiaomi"
"1265","B07HK4JNV1",4,"true","Nice phone case",NA,"Xiaomi"
"1266","B07HK4JNV1",4,"true","Fast, simple, beautiful screen - what to expect from Xiaomi. I almost returned the unit because it would not come up on MetroPCS (now Metro by TMobile). The standard configuration (rightmost in the picture) with a SIM card in the far slot did not work me. The configuration with the SIM (I just have one) in the microSD slot (leftmost in the picture) works!! That's the only reason for subtracting a star. Also this phone, though it advertises a 6.26 screen, feels much smaller than my MI Max3 (6.9"") or my Zte ZBlaze Pro (6.0""). This is because of the longer aspect ratio. I am a big-phone person, but this is okay. It will be my one ""small"" phone. This is my first day with the phone, so cannot give more than that for now.",NA,"Xiaomi"
"1267","B07HK4JNV1",5,"true","Awesome, similar specs to a high end phone, I paid $200 instead of $900",1,"Xiaomi"
"1268","B07HK4JNV1",5,"true","A great value! I love this phone, it does everything I need and more. The battery life is outstanding and the camera produces high quality images. I highly recommend this phone!",1,"Xiaomi"
"1269","B07HK4JNV1",1,"true","**update 8/10** Battery drains too fast after last software update!!! Last for 2 hours . Extremely disappointed with Xiaomi!! Using redmi since 2015 and will switch soon. **wrong electricity Plug. For the device itself is ; Amazing quality, updated technology, outstanding battery life. I don't know how they did it for that price, But I'm glad they did! - just wish I can get the correct Charger !",1,"Xiaomi"
"1270","B07HK4JNV1",5,"true","Excellent phone, long life battery, very fast.",1,"Xiaomi"
"1271","B07HK4JNV1",5,"true","Excelente dispositivo relación calidad precio, increíble batería",1,"Xiaomi"
"1272","B07HK4JNV1",5,"true","Buen producto",NA,"Xiaomi"
"1273","B07HK4JNV1",5,"true","Takes much better photos than my Moto G4 which it replaces... because the G4 went random on me and even a factory reset didn't help. The logic of operation is also more intuitive to a long-time PC user, and it is fast fast fast. And the battery lasts forever. Very reliable and easy to use.",1,"Xiaomi"
"1274","B07HK4JNV1",4,"true","$200 bucks phone. Latest redmi 7 cost 125$. Can't understand the pricing why it cost me 200$ for redmi 6 pro. Video calling when you are in open area is poor as the opposite person will see you as little dark. When you drop phone by an accident sometimes it gets freezed. Battery support is way too good so far. Back camera is nice. The video calling quality is so poor that your video can't be viewed properly by the receiving person when outdoor.",NA,"Xiaomi"
"1275","B07HK4JNV1",1,"true","The phone itself looked great, but I can't use it. I charged it and still screen won't turn on. I tried to reset it but nothing.",NA,"Xiaomi"
"1276","B07HK4JNV1",5,"true","Great phone... Good battery life, great sound quality, connects to the network easily. The launcher is not that great but use the Microsoft Launcher.",2,"Xiaomi"
"1277","B07HK4JNV1",5,"true","Excelente peoducto",1,"Xiaomi"
"1278","B07HK4JNV1",5,"true","Phone is much better than expected. Performs any task I throw at it with ease. I've had it for about 10-months now and I haven't had any issue. It's survived 4-5 pretty bad drops, got cracks on my screen protectors but not the phone, so that's cool. Camera is OK but nothing to brag about.",NA,"Xiaomi"
"1279","B07HK4JNV1",1,"true","My phone stopped working completely today August 3rd and I bought it in March. I don't know what to do now. It won't turn on no matter what I do",NA,"Xiaomi"
"1280","B07HK4JNV1",1,"true","I was a fan of xiaomi phone after using redme note 3 which inspired me to buy redme note 6 pro. However it is disappointed me so much. Most annoying is camera which most often give blurry double image. Network signal also poor compare to redme note 3. I don't get the signal what I used get using previous model. Also sometimes its lagging even though memory isn't half full.",1,"Xiaomi"
"1281","B07HK4JNV1",5,"true","Very good",NA,"Xiaomi"
"1282","B07HK4JNV1",4,"true","great camera, easy to use ..would reccomend",NA,"Xiaomi"
"1283","B07HK4JNV1",5,"true","Good one for this price",1,"Xiaomi"
"1284","B07HK4JNV1",4,"true","i am impress, is good, the batery life, the from camera",1,"Xiaomi"
"1285","B07HK4JNV1",1,"true","Bought in April 2019 with a case. I just dropped my phone once on my floor and the screen started to crack on the corner. I can't use the phone, the screen is not sensitive anymore. This phone is absolutely not reliable or strong. Even if it was not expensive, it was a waste of money. Too expensive for less than 3 months!",NA,"Xiaomi"
"1286","B07HK4JNV1",5,"true","So far I have no complaints... The camera is great and it's really quick to respond even with a lot of apps open.... 😍😍😍",1,"Xiaomi"
"1287","B07HK4JNV1",5,"true","My wife loves this case and her phone as well.... I in turn love my wife!",NA,"Xiaomi"
"1288","B07HK4JNV1",5,"true","Llegó todo bien, excelente teléfono relación precio valor",1,"Xiaomi"
"1289","B07HK4JNV1",5,"true","Great phone for the money, powerful enough to do pubg mobile on the highest settings for under $200 and tons of battery life, headphone jack and one of the best cameras I've used outside of offerings from Google and Samsung. Only little issue is if you're buying this for the states you may find alot of towers in your area (rural for me) may not support lte. I go to the city 4g for days but that's not a big issue for me.",1,"Xiaomi"
"1290","B07HK4JNV1",5,"true","Best smartphone for the cost. Great camera.. Stylish and efficient. Highly recommended for Android users.",1,"Xiaomi"
"1291","B07HK4JNV1",2,"true","Es buen equipo pero presenta fallas en el software, la pantalla queda inutilizable obligando a restaurar el equipo de fábrica. Por lo general lo barato sale caro.",NA,"Xiaomi"
"1292","B07HK4JNV1",5,"true","Excellent buy for $200.",NA,"Xiaomi"
"1293","B07HK4JNV1",5,"true","Awsome",NA,"Xiaomi"
"1294","B07HK4JNV1",5,"true","Awsome",NA,"Xiaomi"
"1295","B07HK4JNV1",2,"true","As everybody else was saying the best part of this is really the battery. I have had it for 2 months and I don't know how to do it I'll guess I'll have to call my server I don't know how to receive pictures and texts I can't send an SMS text like multiple people there's a lot of things that are just not working that should be",NA,"Xiaomi"
"1296","B07HK4JNV1",5,"true","I've always owned Samsung's and I will never go back. I owned this phone for a few months now and it's flat out beautiful. No storage issues anymore as I did with my Samsung. Beautiful pictures. Lightning fast. Love the SOS feature and fingerprint access for everything. I'll probably be buying my daughter one for Christmas.",NA,"Xiaomi"
"1297","B07HK4JNV1",5,"true","I love this phone.....working good ....better chooice about this rage phone",4,"Xiaomi"
"1298","B07HK4JNV1",5,"true","I love this cellphone",1,"Xiaomi"
"1299","B07HK4JNV1",1,"true","El celular funciona bien y todo en cuestión de rendimiento, el problema es el hardware, tenia como un mes de uso y la batería no quizo seguir cargando durante todo un día, al día siguiente ya quizo cargar... dos semanas después el mismo problema, después eso ya no pasó ahora a dos meses de comprarlo se apagó derrepente y ya no quiere encender. aparece el logo pero no termina de encender y se apaga. Realmente no vale la pena tener un celular que solo te funcioné en ocaciones y que cuando lo necesites no funcione. No vale la pena",1,"Xiaomi"
"1300","B07HK4JNV1",5,"true","Love this phone",NA,"Xiaomi"
"1301","B07HK4JNV1",4,"true","The price of the phone is amazing for everything it is capable of doing. I upgraded from my Samsung Galaxy phone to the Xiaomi Redmi Note 6 Pro. As far as performance it is pretty on par with what I would expect from the Galaxy series. My two main complaints are: 1)When I am on call and I need to dial in numbers, or hang up the call, there is no clear way to turn the screen on. Sometimes it stays black despite tapping the screen, using the fingerprint scanner, or pressing the power button. 2)I am unable to fully sync my smart watch (fossil) with the phone. The music does not display nor does text notifications. Despite these two complaints, for the price I would highly recommend this phone",NA,"Xiaomi"
"1302","B07HK4JNV1",3,"true","I only have this phone for 2 month and already see so many issues. there are multiple unexpected software added to Android, which cause issues for american user: 1.Settings don't have standard path which you find in Google-I'm unable to set to match my previous phone 2.when sys auto update is happening -some customized settings are lost 3.constantly forcing me to MIUI, which is Chinese cloud 4.when multiple Alarms scheduled-they all only buzz, but not ring; if only one left -it rings 5.my voicemail has 5 digit -the msgr is not recognizing it as a dial number, and not creating dial link - have to type it using keys to check msg. Overall the phone is good, but those software gaps are causing lot's of stress and need fixing",NA,"Xiaomi"
"1303","B07HK4JNV1",5,"true","So far the phone is and does exactly as was advertised",1,"Xiaomi"
"1304","B07JMPGNHK",5,"true","Very good",NA,"Xiaomi"
"1305","B07JMPGNHK",5,"true","Good",NA,"Xiaomi"
"1306","B07JMPGNHK",5,"true","Great smartphone and great price",NA,"Xiaomi"
"1307","B07JMPGNHK",5,"true","Bueno",NA,"Xiaomi"
"1308","B07JMPGNHK",5,"true","Hermoso ,muy buen precio.",NA,"Xiaomi"
"1309","B07JMPGNHK",5,"true","Execelente me encantó",NA,"Xiaomi"
"1310","B07JMPGNHK",5,"true","Muy lindo y practico",NA,"Xiaomi"
"1311","B07JMPGNHK",5,"true","Bueno",NA,"Xiaomi"
"1312","B07JMPGNHK",5,"true","Está buscando celulares y ya me había cansado comprar celulares de estados unidos investigue la compañía y es una de las más grandes es la 3 mejor del mundo me gusta se parece los Apple y no son tan de esta compañía caso no.me gusta. Este celular estoy muy satisfecha y el.precio también . Me llegó bien y son nuevos . Y volviera a comprar las otras versiones de este producto me sirve internacional fui a México y funcionó",1,"Xiaomi"
"1313","B07JMPGNHK",5,"true","Excelente",NA,"Xiaomi"
"1314","B07JMPGNHK",5,"true","Good battery life, processor etc. Love the dual sim.",NA,"Xiaomi"
"1315","B07JMPGNHK",5,"true","I love this phone. Lighting fast fingerprint sensor and great camera! All for under $200",NA,"Xiaomi"
"1316","B07JMPGNHK",4,"true","This product is light, fast, good pictures and nice screen. Battery life is OK. I cannot get the data to work (AT&T) even when I called for help. Other than the data problem the phone works great.",NA,"Xiaomi"
"1317","B07JMPGNHK",5,"true","Another great phone from Xaiomi, I also bought the pocophone F1. It's just a really good phone to root or as a daily driver.",1,"Xiaomi"
"1318","B07JMPGNHK",5,"true","Great phone definitely a better choice to switch from the iPhone!!! Could use the bigger battery but does well. I have been bragging about this phone since Day one and I'm not being paid to say this!!! Great phone definitely will upgrade in the near future this company makes good phone cheap!!!! 👍👍👍👍👍",1,"Xiaomi"
"1319","B07JMPGNHK",5,"true","Very good",NA,"Xiaomi"
"1320","B07JMPGNHK",5,"true","Contenta con mi celular!",NA,"Xiaomi"
"1321","B07JMPGNHK",5,"true","Really good camera , battery life and performance more than good for the cost",NA,"Xiaomi"
"1322","B07JMPGNHK",5,"true","Compramos el Xioami Mi 8 Lite (64 GB, 4 GB de RAM) por recomendación de un familiar y estamos muy contentos por eso, gran teléfono y de gran versatilidad, soporta los dos SIM sin ningún problema, muy buen volumen y cámara. Rapida la entrega, solo me sorprendio que no tiene ningún Manual de Operación, se puede leer en internet pero no permite imprimir nada, ni siquiera páginas de manera parcial pues el manual completo es muy grande, sobre las 50 páginas. Tampoco tiene puerto para colocar audifonos, se usa el mismo puerto de carga con un adaptador que viene incluido, compramos un adaptador que se coloca en el puerto de carga y es dual, carga y audifonos a la vez. También se pueden usar audifonos Bluetooth. Bueno son datos sobre el equipo pero como indicamos recomendable ce manera integra la compra, gracias y saludos.",NA,"Xiaomi"
"1323","B07JMPGNHK",4,"true","It's ok. The annoying thing is the the lack of the 3.5 mm Jack port. It has a really big screen. It's very responsive, good cameras (daylight) it came with Android 8.1",NA,"Xiaomi"
"1324","B07JMPGNHK",5,"true","Phone is lightweight but looks and feels premium. Crisp clear screen and sound. And this thing is SNAPPY. I can only imagine what the 845 feels like. Camera takes great pictures and even better selfies. My only complaints would be the lack of a headphone jack, FM radio or NFC but honestly for the price it's totally understandable. As far as the battery goes it really depends on the user. I'd consider myself a power user and I get a full day out it with about 30% left by midnight. So overall I'd say the battery life is GOOD but not phenomenal. But the phone is under $200 so it loses no stars. I'd buy it again.",NA,"Xiaomi"
"1325","B07JMPGNHK",5,"true","Have this phone for about a day and I love it alread! Previous iPhone user who needed to cut their phone bill in half and opted for an unlocked phone with MetroPCS. This phone was a breeze to connect with MetroPCS and works great for me for 4g LTE. I seriously do not miss my iphone. Glad I made the switch!! The camera too exceeded my expectations! Definitely recommend it!",26,"Xiaomi"
"1326","B07JMPGNHK",5,"true","Loved the phone. Excellent camera and screen. I didn't try the face recognition and I don't think I will but I won't take stars away for something I didn't try.",1,"Xiaomi"
"1327","B07JMPGNHK",4,"false","Arrived on time Very responsive Seems to be good value for the money The international charger adapter however could be better",1,"Xiaomi"
"1328","B07JMPGNHK",5,"true","Una nave funciona muy rápido, lindo equipo costo/calidad",NA,"Xiaomi"
"1329","B07JMPGNHK",3,"true","I have had this phone for 5 months and the first month I have realized that my sister's phone call and friends phone never showed up on this phone. I thought the issue has been resolved after I follow a few online tutorials. Its been 5 months now. However, it still doesn't work properly. I mom called me and it didn't rang. It has affect my work and my job search because of how many calls I have missed. I finally went into each app to see what happened. Apparently, the default sound for notifications and ringtone doesn't have any sound. I went into each app and change the sound individually to fix the issue.",NA,"Xiaomi"
"1330","B07JMPGNHK",5,"true","working good.",NA,"Xiaomi"
"1331","B07JMPGNHK",1,"true","Hola, espere casi un mes en uso con el móvil muy bonito, pero a solo un mes con el móvil ya tengo el problema de que la pantalla se queda fantasma blanca sin imagen. Un móvil nuevo en su caja y ya con problema donde nunca recibió ningún tipo de golpe ni nada que pueda afectar a la pantalla de repente se puso de ese modo.",37,"Xiaomi"
"1332","B07JMPGNHK",5,"true","Great speed, screen, storage, everything, loved it",NA,"Xiaomi"
"1333","B07JMPGNHK",5,"true","Phone is super awesome camera is dope night shots are clean",1,"Xiaomi"
"1334","B07JMPGNHK",4,"true","Easy to install. I expected more on the camera quality , but not bad. Battery lasts very long. Comes with screen protection and phone case. Very good GPS and moving sensors.",NA,"Xiaomi"
"1335","B07JMPGNHK",5,"true","super super love it",NA,"Xiaomi"
"1336","B07JMPGNHK",5,"true","The phone was good I really like it all the features are good the only bad thing unfortunately I is the battery life is too short",NA,"Xiaomi"
"1337","B07JMPGNHK",5,"true","It is a great phone, great campera, but the battery should last longer",NA,"Xiaomi"
"1338","B07JMPGNHK",5,"true","It is a decent phone in this price. Impressive",NA,"Xiaomi"
"1339","B07JMPGNHK",5,"true","This unit does not have face recognition feature. Phone lacks some features that I enjoyed in a previous redmi note 4x, that's not good. Otherwise so far it works as expected. Pictures are decent and speed is good.",1,"Xiaomi"
"1340","B07JMPGNHK",4,"true","The device is a solid built, very happy about purchasing it",NA,"Xiaomi"
"1341","B07JMPGNHK",1,"true","Battery charger issue. Item delivered in pristine condition.Global version. Battery was at 45%. After an hour it went down to 25%. Battery charger included is NOT US compatible.",33,"Xiaomi"
"1342","B07JMPGNHK",5,"true","Buena relación costo / prestación",NA,"Xiaomi"
"1343","B07JMPGNHK",4,"true","good price. okay phone all things considered",NA,"Xiaomi"
"1344","B07JMPGNHK",5,"true","Good",NA,"Xiaomi"
"1345","B07JMPGNHK",5,"true","I believe this is one of the better phones I've owned. Runs very fast with allot of programs. One of the best features is the ability to record calls without any special program. If you're a contractor this is a great feature.",NA,"Xiaomi"
"1346","B07JMPGNHK",5,"true","Muy buena relación calidad-precio",NA,"Xiaomi"
"1347","B07JMPGNHK",5,"true","I love my new Xiaomi, I like the benefits for this price",3,"Xiaomi"
"1348","B07JMPGNHK",5,"true","Exelente",NA,"Xiaomi"
"1349","B07JMPGNHK",5,"true","Better than I was expected",NA,"Xiaomi"
"1350","B07JMPGNHK",4,"true","I liked",1,"Xiaomi"
"1351","B07JMPGNHK",5,"true","Really good quality. No difference with iPhone X",NA,"Xiaomi"
"1352","B07JMPGNHK",5,"true","I had my doubt about this cellphone but i was wrong !! It's too much better than iPhone and it's cheaper. I love my new phone. It works with metro PCS and t Mobile",45,"Xiaomi"
"1353","B07JMPGNHK",5,"true","Everything ok",NA,"Xiaomi"
"1354","B07JMPGNHK",5,"true","Buen celular de gama media, muy útil para las labores diarias.",NA,"Xiaomi"
"1355","B07JMPGNHK",5,"true","excelente producto",NA,"Xiaomi"
"1356","B07JMPGNHK",4,"true","Si es buenísimo",NA,"Xiaomi"
"1357","B07JMPGNHK",3,"true","Great phone over-all, exceptional camera performance and battery life. Main concern is NO ability to use VoLTE or Wi-Fi calling, hope this will be add with a software update (Android Pie). This is very disappointing, so too is the lack of a headphone jack.",25,"Xiaomi"
"1358","B07JMPGNHK",5,"true","I'm loving, this phone is great! Arrived at the time and works very well",1,"Xiaomi"
"1359","B07JMPGNHK",5,"true","Best phone for the value! Works on cricket, and best of all the camera is great! 1. Disclaimer the audio on this phone is mediocre, one speaker is not functioning.",2,"Xiaomi"
"1360","B07JMPGNHK",5,"true","Un teléfono veloz y muy liviano me encanta !!",NA,"Xiaomi"
"1361","B07JMPGNHK",5,"true","LOVE IT",NA,"Xiaomi"
"1362","B07JMPGNHK",5,"true","it's good",NA,"Xiaomi"
"1363","B07JMPGNHK",5,"true","Work well with t mobile network",NA,"Xiaomi"
"1364","B07JMPGNHK",5,"true","Ok",NA,"Xiaomi"
"1365","B07JMPGNHK",5,"true","Value for money and more!",NA,"Xiaomi"
"1366","B07JMPGNHK",4,"true","So far so good",NA,"Xiaomi"
"1367","B07JMPGNHK",5,"true","Excelente y muy buen teléfono no tiene nada k envidiarle a otro producto k son de marca reconocida lo recomiendo es muy bueno",NA,"Xiaomi"
"1368","B07JMPGNHK",5,"true","good, only missed came headphones.",1,"Xiaomi"
"1369","B07JMPGNHK",5,"true","Hasta el momento el celular ha funcionado perfecto! Sin ninguna falla, estoy muy contenta y lo recomendaría 100% ya qué precio y calidad van de la mano",NA,"Xiaomi"
"1370","B07JMPGNHK",5,"true","I don't think I could be more impressed with this phone. And it does work with my Aptx wireless earbuds. I've had it for a year now and I'm just so happy with it.",NA,"Xiaomi"
"1371","B07JMPGNHK",5,"true","Nice",1,"Xiaomi"
"1372","B07JMPGNHK",5,"true","Great product!",NA,"Xiaomi"
"1373","B07JMPGNHK",1,"true","This is my brand new ""Xiaomi mi 8 lite""... Something that looks like a lamp, sending back expect full refund.",1,"Xiaomi"
"1374","B07JMPGNHK",5,"true","Excelente teléfono.",NA,"Xiaomi"
"1375","B07JMPGNHK",4,"true","Love the camera, great photos.",NA,"Xiaomi"
"1376","B07JMPGNHK",5,"true","Excelente producto.",3,"Xiaomi"
"1377","B07JMPGNHK",5,"true","Todo está genial",3,"Xiaomi"
"1378","B07JMPGNHK",4,"true","Please provide original bill of the product",NA,"Xiaomi"
"1379","B07JMPGNHK",4,"true","Solid material and construction for the price point. Very responsive ui (MIUI). Good quality phone. I would call the lack of NFC, scratch resistant glass and no water resistance a Con. However for a sub $300 smartphone who am I to complain.",7,"Xiaomi"
"1380","B07JMPGNHK",4,"true","It's almost a month that I bought this product as an emergency because I dropped my Samsung S7 edge and the screen damage. I doubted to buy this cell because It's a first time for me using another device not Samsung, but I can tell, for the price you can't get a better device. I ordered a global version which means that I didn't have to install Android system. The device it's original. Unblocked so at the moment I inserted a SIM card I didn't have a problem at all. RAM is fast, frontal camera it's amazing, real camera, well, it's ok. About the battery, I was expecting something better, but at the end, I can recommend to buy this device if you need a fast cellphone, good quality, the screen it's big wich for me it's an advantage. Light, great design, I love this cell because I will be able to use it every time I travel. Unlocked with facial recognition and fingerprint scanner it's great! But if you need a facial recognition you need to setup to Hong Kong area. Cons.: You need to buy an adapter to use earphones and change the cell at the same time. And if you need to use dual SIM card you cannot insert an external memory card because it only has 2 space (Sim card and micro) It's a shame. Doesn't have infrared port.",3,"Xiaomi"
"1381","B07JMPGNHK",5,"true","I love this phone!",NA,"Xiaomi"
"1382","B07JMPGNHK",5,"true","excelent",NA,"Xiaomi"
"1383","B07JMPGNHK",5,"true","We are very satisfied! This phone is amazing! Thanks",2,"Xiaomi"
"1384","B07JMPGNHK",5,"true","Works great. It's a 200 dollar phone so I mean don't expect flagship stuff but the camera and phone itself is really solid. Takes great pictures and works as well as you'd need a phone to.",NA,"Xiaomi"
"1385","B07JMPGNHK",5,"true","The phone does everything that I need and then some.",NA,"Xiaomi"
"1386","B07JMPGNHK",5,"true","Mejor producto de mi que creía!",NA,"Xiaomi"
"1387","B07JMPGNHK",5,"true","Great phone",NA,"Xiaomi"
"1388","B07JMPGNHK",5,"true","the features compared with its cost!",NA,"Xiaomi"
"1389","B07JMPGNHK",5,"true","Excelent !",NA,"Xiaomi"
